Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Area
Changi,2022,9,17,5.8,4.8,4.8,4.8,28.2,30.5,25.7,6.8,42.6,East
Changi,2022,9,18,21.6,4.4,8.2,10.2,25.9,27.8,23.5,6.2,31.5,East
Changi,2022,9,19,0.0,0.0,0.0,0.0,27.8,30.1,25.6,5.5,25.9,East
Changi,2022,9,20,5.6,4.8,5.4,5.6,27.3,29.4,23.6,5.5,29.6,East
Changi,2022,9,21,0.0,0.0,0.0,0.0,28.6,31.8,25.8,7.6,37.0,East
Changi,2022,9,22,5.8,3.2,3.4,4.6,26.9,29.9,23.8,7.7,42.6,East
Changi,2022,9,23,0.0,0.0,0.0,0.0,28.8,32.0,26.5,7.1,25.9,East
Changi,2022,9,24,1.4,1.0,1.0,1.0,28.1,30.6,25.0,6.3,27.8,East
Changi,2022,9,25,38.2,22.2,31.4,35.4,26.9,30.1,22.7,7.8,38.9,East
Changi,2022,9,26,0.0,0.0,0.0,0.0,28.2,30.4,26.6,8.1,35.0,East
Changi,2022,9,27,0.0,0.0,0.0,0.0,28.4,31.5,25.7,5.9,27.4,East
Changi,2022,9,28,0.6,0.6,0.6,0.6,28.9,32.6,25.7,5.6,27.4,East
Changi,2022,9,29,29.6,21.4,29.0,29.6,27.9,30.9,22.4,6.9,29.8,East
Changi,2022,9,30,0.0,0.0,0.0,0.0,28.7,32.4,26.4,9.5,42.4,East
Changi,2022,11,1,2.6,2.6,2.6,2.6,27.2,29.1,24.2,5.8,38.9,East
Changi,2022,11,2,0.4,0.4,0.4,0.4,27.6,32.1,25.2,6.4,27.8,East
Changi,2022,11,3,0.0,0.0,0.0,0.0,27.5,31.4,25.1,7.1,27.8,East
Changi,2022,11,4,0.8,0.8,0.8,0.8,28.9,32.8,24.3,9.1,29.6,East
Changi,2022,11,5,40.4,23.4,27.0,29.6,25.4,27.9,22.4,6.0,51.9,East
Changi,2022,11,6,0.6,0.2,0.2,0.4,26.9,31.1,25.0,7.7,40.7,East
Changi,2022,11,7,53.0,38.8,52.0,52.8,26.4,31.8,23.4,7.2,22.2,East
Changi,2022,11,8,34.2,29.2,32.6,32.6,26.1,31.9,23.1,5.9,40.7,East
Changi,2022,11,9,0.8,0.6,0.8,0.8,26.3,28.7,25.0,6.6,25.9,East
Changi,2022,11,10,19.8,3.4,4.8,9.4,26.6,30.6,24.4,6.6,22.2,East
Changi,2022,11,11,0.4,0.4,0.4,0.4,27.2,31.6,25.1,5.8,27.8,East
Changi,2022,11,12,21.2,6.6,9.2,13.8,26.3,31.9,24.4,7.0,24.1,East
Changi,2022,11,13,3.4,3.4,3.4,3.4,27.0,30.4,24.5,7.1,27.8,East
Changi,2022,11,14,13.2,5.6,7.0,11.0,27.3,31.5,23.6,5.9,29.6,East
Changi,2022,11,15,7.0,3.0,4.4,6.8,28.0,32.4,24.0,7.9,40.7,East
Changi,2022,11,16,16.4,10.2,13.4,14.2,27.2,33.3,24.3,7.4,31.5,East
Changi,2022,11,17,0.0,0.0,0.0,0.0,27.8,31.8,24.9,5.6,20.4,East
Changi,2022,11,18,0.0,0.0,0.0,0.0,28.5,33.1,25.9,6.3,31.5,East
Changi,2022,11,19,6.0,2.2,3.4,4.4,26.1,27.5,23.5,5.7,38.9,East
Changi,2022,11,20,0.2,0.2,0.2,0.2,28.1,31.7,24.9,8.6,31.5,East
Changi,2022,11,21,11.0,11.0,11.0,11.0,28.6,33.1,23.2,8.9,40.7,East
Changi,2022,11,22,2.2,2.2,2.2,2.2,30.0,33.9,26.0,8.2,37.0,East
Changi,2022,11,23,3.6,2.8,3.0,3.4,27.6,30.3,24.1,6.4,46.3,East
Changi,2022,11,24,13.4,13.4,13.4,13.4,28.7,33.9,23.7,6.5,38.9,East
Changi,2022,11,25,5.2,14.6,16.6,17.4,27.8,31.3,24.5,6.3,27.8,East
Changi,2022,11,26,1.6,1.6,1.6,1.6,27.5,31.5,25.6,7.2,24.1,East
Changi,2022,11,27,1.4,0.6,1.0,1.4,26.4,28.8,24.6,5.7,42.6,East
Changi,2022,11,28,2.2,2.2,2.2,2.2,27.2,32.4,24.9,8.4,31.5,East
Changi,2022,11,29,0.0,0.0,0.0,0.0,27.6,32.0,25.1,7.4,35.2,East
Changi,2022,11,30,52.8,33.0,44.6,50.8,27.2,32.9,22.8,7.8,35.2,East
Changi,2022,12,1,16.4,10.0,13.2,15.2,26.4,31.0,23.4,6.6,31.5,East
Changi,2022,12,2,7.2,5.8,6.2,6.8,26.5,30.2,24.0,6.9,29.6,East
Changi,2022,12,3,3.0,2.4,2.6,2.6,27.4,31.7,24.2,6.0,31.5,East
Changi,2022,12,4,15.2,9.2,9.2,9.2,27.1,30.3,24.5,5.2,31.5,East
Changi,2022,12,5,8.2,7.0,8.0,8.0,26.8,30.9,25.2,6.7,24.1,East
Changi,2022,12,6,0.0,0.0,0.0,0.0,27.1,31.6,24.9,5.6,29.6,East
Changi,2022,12,7,5.0,5.0,5.0,5.0,27.6,32.7,25.5,6.3,35.2,East
Changi,2022,12,8,22.0,17.2,19.4,20.0,26.6,30.1,24.9,6.9,29.6,East
Changi,2022,12,9,0.0,0.0,0.0,0.0,26.6,29.9,24.5,6.5,25.9,East
Changi,2022,12,10,0.0,0.0,0.0,0.0,27.2,30.2,24.7,6.2,18.5,East
Changi,2022,12,11,30.4,16.0,19.2,25.2,25.7,26.9,23.9,6.3,25.9,East
Changi,2022,12,12,0.0,0.0,0.0,0.0,26.8,29.4,24.4,6.8,16.7,East
Changi,2022,12,13,10.8,1.8,3.4,5.4,26.0,30.5,24.4,12.7,42.6,East
Changi,2022,12,14,10.4,7.4,7.6,7.6,25.4,26.4,24.3,7.4,24.1,East
Changi,2022,12,15,6.2,1.4,2.0,3.2,25.8,28.3,24.4,8.2,24.1,East
Changi,2022,12,16,7.2,7.0,7.2,7.2,27.3,32.2,24.2,8.7,35.2,East
Changi,2022,12,17,37.0,24.2,36.6,37.0,27.0,31.1,23.9,9.0,29.6,East
Changi,2022,12,18,10.2,6.4,6.4,6.4,26.6,30.9,24.6,7.6,25.9,East
Changi,2022,12,19,0.4,0.2,0.2,0.2,25.9,27.9,24.7,9.6,25.9,East
Changi,2022,12,20,0.0,0.0,0.0,0.0,27.0,31.3,23.8,9.0,33.3,East
Changi,2022,12,21,0.0,0.0,0.0,0.0,27.1,31.2,24.4,7.9,31.5,East
Changi,2022,12,22,9.0,7.8,8.4,8.8,25.9,29.3,23.4,7.9,29.6,East
Changi,2022,12,23,0.8,0.2,0.2,0.4,26.4,30.3,24.2,10.2,38.9,East
Changi,2022,12,24,0.0,0.0,0.0,0.0,27.1,30.3,25.3,13.7,40.7,East
Changi,2022,12,25,0.0,0.0,0.0,0.0,27.4,31.7,25.3,13.2,38.9,East
Changi,2022,12,26,0.0,0.0,0.0,0.0,27.4,31.0,25.7,13.3,37.0,East
Changi,2022,12,27,0.0,0.0,0.0,0.0,27.4,30.4,25.8,14.0,37.0,East
Changi,2022,12,28,0.2,0.2,0.2,0.2,26.8,30.1,25.3,10.9,33.3,East
Changi,2022,12,29,15.8,11.0,11.4,15.8,26.3,30.3,23.1,10.4,33.3,East
Changi,2022,12,30,0.0,0.0,0.0,0.0,27.2,31.1,25.0,10.5,33.3,East
Changi,2022,12,31,0.0,0.0,0.0,0.0,27.4,31.3,24.6,11.3,42.6,East
